Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
699,2014,20.0,Clemson,1.8542,95.70799007,4.43,86.36,16.0,320.04,6.95,4.34,offense,backs_receivers,WR,1
700,2011,22.0,Oklahoma St.,1.7018,90.26488163,4.46,88.9,24.0,309.88,6.74,4.21,offense,backs_receivers,RB,1
701,2010,22.0,Alabama,1.7526,89.35769689,4.6,,,284.48,,,defense,defensive_back,CB,1
702,2016,21.0,Mississippi,1.9558,140.6136347,5.23,,,,,,offense,offensive_lineman,OT,1
703,2012,24.0,Penn St.,1.8288,92.07925111,4.42,83.82,17.0,307.34,6.84,4.16,defense,defensive_back,CB,0
704,2009,,Texas-El Paso,1.905,136.9848957,5.2,73.66,33.0,246.38,7.96,4.73,offense,offensive_lineman,C,0
705,2009,22.0,Oklahoma,1.8034,85.72895793,4.5,,,,,,offense,backs_receivers,WR,1
706,2011,21.0,Missouri,1.9304,119.2947933,4.74,86.36,20.0,299.72,7.19,4.5,defense,defensive_lineman,DE,1
707,2015,21.0,UCLA,1.905,102.5118756,4.63,91.44,,304.8,6.93,3.98,offense,backs_receivers,QB,1
708,2013,22.0,Nebraska,1.778,97.06876718,4.73,99.06,21.0,317.5,6.85,4.09,offense,backs_receivers,RB,1
709,2018,21.0,BYU,1.905,107.0477993,4.64,97.79,21.0,302.26,6.9,4.28,defense,line_backer,OLB,1
710,2013,21.0,TCU,1.8034,93.44002822,4.38,86.36,22.0,332.74,6.68,4.1,offense,backs_receivers,WR,1
711,2016,,Boston Col.,1.9812,128.8202331,5.1,74.93,25.0,274.32,7.55,4.62,defense,defensive_lineman,DE,0
712,2012,23.0,Kansas,1.8288,108.4085764,4.71,91.44,16.0,287.02,7.32,4.38,defense,line_backer,OLB,0
713,2016,23.0,Ohio St.,1.9558,114.7588696,4.81,91.44,,,,,offense,backs_receivers,QB,1
714,2016,22.0,Oregon,1.7526,89.35769689,4.66,87.63,13.0,294.64,6.95,4.14,offense,backs_receivers,WR,0
715,2011,21.0,West Texas A&M,1.8542,100.2439138,4.5,87.63,19.0,297.18,7.04,4.31,offense,backs_receivers,WR,1
716,2013,22.0,Chadron St.,1.9812,144.2423737,5.29,76.2,28.0,274.32,7.65,4.75,offense,offensive_lineman,OT,1
717,2009,22.0,Iowa,1.8288,88.90410452,4.44,97.79,20.0,309.88,7.04,4.29,defense,defensive_back,CB,1
718,2010,,Iowa,1.9558,145.1495584,5.76,59.69,19.0,220.98,8.58,5.38,offense,offensive_lineman,OG,0
719,2016,23.0,Utah,1.8796,122.9235323,4.92,90.17,23.0,287.02,7.06,4.39,defense,defensive_lineman,DE,0
720,2011,22.0,Tennessee,1.9558,117.0268315,4.68,83.82,27.0,292.1,7.03,4.4,offense,backs_receivers,TE,1
721,2018,23.0,New Mexico St.,1.9558,98.88313666,4.56,87.63,16.0,314.96,7.2,4.4,offense,backs_receivers,WR,1
722,2011,24.0,Fort Hays St.,1.778,89.35769689,4.5,87.63,15.0,294.64,,4.37,offense,backs_receivers,WR,0
723,2011,23.0,Arkansas St.,1.9558,141.0672271,5.0,64.77,24.0,254.0,7.76,5.0,offense,offensive_lineman,OT,1
724,2011,24.0,Texas,1.8034,86.1825503,4.49,92.71,,304.8,6.5,4.0,defense,defensive_back,CB,1
725,2013,22.0,East Central (OK),1.9304,119.2947933,4.86,80.01,,299.72,7.32,5.0,defense,defensive_lineman,DE,1
726,2011,21.0,South Carolina,1.905,116.5732391,4.81,81.28,17.0,284.48,7.21,4.37,defense,defensive_lineman,DE,1
727,2016,22.0,Notre Dame,1.8796,87.99691978,4.48,,,,,,offense,backs_receivers,WR,0
728,2013,,SMU,1.778,84.36818082,4.56,83.82,15.0,309.88,,,defense,defensive_back,CB,0
729,2013,22.0,Oregon St.,1.8034,85.72895793,4.45,93.98,20.0,304.8,6.8,4.02,offense,backs_receivers,WR,1
730,2012,21.0,Iowa St.,1.778,88.90410452,4.62,81.28,15.0,304.8,6.96,4.15,defense,defensive_back,CB,0
731,2013,22.0,SMU,1.8288,105.2334298,4.77,77.47,26.0,281.94,,,offense,backs_receivers,FB,0
732,2015,23.0,Connecticut,1.8796,97.97595192,4.49,92.71,23.0,314.96,6.86,4.18,offense,backs_receivers,WR,1
733,2014,26.0,Utah,1.9558,111.1301307,4.67,,26.0,,,,defense,line_backer,OLB,1
734,2016,23.0,Clemson,1.8796,94.80080533,4.45,90.17,12.0,309.88,6.96,4.46,offense,backs_receivers,WR,1
735,2017,22.0,Florida Atlantic,1.9304,120.6555704,4.65,85.09,,309.88,7.03,4.2,defense,defensive_lineman,DE,1
736,2012,21.0,Arizona St.,2.0066,109.7693535,4.83,,,,,,offense,backs_receivers,QB,1
737,2017,,Coastal Carolina,1.7018,94.34721296,4.48,86.36,20.0,304.8,,,offense,backs_receivers,RB,0
738,2019,23.0,LSU,1.8288,91.17206637,4.67,74.93,,304.8,7.09,4.33,defense,defensive_back,S,0
739,2016,,Sam Houston St.,1.9304,94.80080533,4.98,,,,,,special_teams,kicking_specialist,P,0
740,2018,22.0,Nebraska,1.9558,139.2528576,5.46,60.96,20.0,238.76,7.61,4.68,offense,offensive_lineman,OT,0
741,2019,21.0,San Jose St.,1.9558,112.9445001,4.63,86.36,22.0,297.18,7.21,4.47,offense,backs_receivers,TE,1
742,2013,23.0,UCLA,1.8796,89.81128926,4.62,73.66,,284.48,7.26,4.33,defense,defensive_back,CB,0
743,2014,21.0,California,1.8796,112.4909078,4.7,91.44,30.0,304.8,,,defense,line_backer,OLB,1
744,2010,,North Carolina,1.8542,145.6031508,4.95,,,,,,defense,defensive_lineman,DT,0
745,2017,22.0,Clemson,1.8288,107.9549841,,74.93,20.0,281.94,7.02,4.43,defense,line_backer,ILB,0
746,2014,21.0,Vanderbilt,1.905,96.16158244,4.46,90.17,21.0,304.8,6.95,4.18,offense,backs_receivers,WR,1
747,2014,21.0,Western Kentucky,1.8542,115.212462,4.9,,,,,,defense,line_backer,ILB,1
748,2017,21.0,Florida,1.9812,155.5821829,5.44,52.07,19.0,246.38,7.87,4.78,offense,offensive_lineman,OT,1
749,2019,,Northern Colorado,1.8288,86.1825503,4.45,97.79,13.0,317.5,7.4,4.44,offense,backs_receivers,WR,0
750,2013,24.0,Missouri Southern,1.8542,151.953444,5.37,74.93,38.0,259.08,8.09,4.91,defense,defensive_lineman,DT,1
751,2014,22.0,Boston Col.,1.8288,105.2334298,4.51,99.06,28.0,325.12,6.92,4.02,defense,line_backer,OLB,1
752,2009,,California,1.9558,127.459456,5.0,76.2,20.0,281.94,,,defense,defensive_lineman,DE,0
753,2015,22.0,Michigan St.,1.8288,97.52235955,4.54,82.55,,307.34,7.07,4.25,offense,backs_receivers,WR,1
754,2015,,West. Michigan,1.8034,87.99691978,4.62,,,304.8,,,defense,defensive_back,CB,0
755,2018,20.0,Ohio St.,1.778,86.63614267,4.32,99.06,16.0,345.44,,,defense,defensive_back,CB,1
756,2016,21.0,Mississippi St.,1.9558,101.6046909,4.85,71.12,,287.02,,,offense,backs_receivers,WR,0
757,2013,,Louisville,1.7526,84.36818082,4.58,83.82,17.0,294.64,6.92,4.25,defense,defensive_back,CB,0
758,2009,23.0,Penn St.,1.778,82.55381134,4.31,87.63,12.0,299.72,7.01,4.48,offense,backs_receivers,WR,1
759,2018,21.0,San Diego St.,1.8796,111.1301307,,,,,,,offense,backs_receivers,FB,1
760,2018,23.0,Wisconsin,1.9558,112.0373154,,,14.0,,,,offense,backs_receivers,TE,1
761,2017,22.0,Indiana,1.9304,138.3456729,5.24,71.12,26.0,256.54,7.52,4.68,offense,offensive_lineman,OG,1
762,2014,22.0,USC,1.8288,87.08973504,4.52,96.52,,322.58,,4.01,offense,backs_receivers,WR,1
763,2013,22.0,Cornell,1.9304,139.2528576,5.09,74.93,29.0,276.86,7.48,4.69,offense,offensive_lineman,OG,1
764,2019,20.0,Miami (FL),1.778,91.17206637,4.48,100.33,17.0,330.2,7.07,4.31,offense,backs_receivers,RB,1
765,2012,21.0,Florida St.,1.9812,142.8815966,5.19,74.93,,254.0,7.71,4.54,offense,offensive_lineman,OT,1
766,2016,20.0,Florida,1.8288,95.70799007,4.62,96.52,17.0,335.28,7.09,4.38,defense,defensive_back,SS,1
767,2015,22.0,Ohio St.,1.9558,115.212462,4.81,,26.0,,,,offense,backs_receivers,TE,1
768,2012,21.0,South Carolina,1.8288,86.1825503,4.38,91.44,15.0,312.42,6.61,3.94,defense,defensive_back,CB,1
769,2016,21.0,Notre Dame,1.8542,132.9025644,5.07,76.2,21.0,259.08,7.44,4.5,defense,defensive_lineman,DT,1
770,2010,21.0,TCU,1.9304,144.695966,4.99,63.5,25.0,246.38,7.4,4.6,offense,offensive_lineman,OG,1
771,2014,21.0,Wyoming,1.8034,88.90410452,4.49,90.17,15.0,299.72,7.26,4.19,defense,defensive_back,FS,1
772,2015,21.0,Arkansas,1.8542,135.1705263,5.0,78.74,26.0,271.78,8.0,,defense,defensive_lineman,DT,1
773,2012,22.0,Wisconsin,1.8796,96.61517481,4.78,,,,,,special_teams,kicking_specialist,P,1
774,2016,,Minnesota,1.7526,87.54332741,4.47,88.9,10.0,312.42,7.16,4.22,defense,defensive_back,CB,0
775,2017,22.0,Mississippi,1.905,106.1406146,4.42,91.44,19.0,317.5,6.92,4.23,offense,backs_receivers,TE,1
776,2019,21.0,Stanford,1.8542,90.718474,4.72,83.82,,297.18,,,special_teams,kicking_specialist,P,1
777,2015,23.0,BYU,1.9558,107.9549841,4.73,87.63,18.0,299.72,6.83,4.15,defense,line_backer,OLB,0
778,2015,21.0,Florida St.,1.8288,87.99691978,4.57,101.6,12.0,335.28,7.08,4.28,defense,defensive_back,CB,1
779,2017,22.0,Michigan,1.9812,149.2318897,5.04,71.12,25.0,259.08,7.85,4.9,offense,offensive_lineman,OG,0
780,2018,21.0,Florida St.,1.905,97.52235955,4.47,101.6,21.0,335.28,,,defense,defensive_back,S,1
781,2019,22.0,Pittsburgh,1.8542,103.4190604,4.58,74.93,19.0,289.56,7.53,4.31,offense,backs_receivers,RB,1
782,2017,22.0,Iowa,1.778,91.17206637,,86.36,14.0,297.18,6.67,4.18,defense,defensive_back,FS,1
783,2016,22.0,Marshall,1.8288,107.9549841,4.64,,,,,,offense,backs_receivers,RB,0
784,2016,20.0,UCLA,1.8542,111.1301307,4.56,,19.0,,,,defense,line_backer,OLB,1
785,2013,23.0,Stony Brook,1.7526,94.80080533,4.54,,20.0,,7.21,4.43,offense,backs_receivers,RB,0
786,2013,22.0,Duke,1.8288,88.90410452,4.68,82.55,,317.5,6.93,4.22,offense,backs_receivers,WR,0
787,2012,22.0,Clemson,1.905,115.6660544,4.85,81.28,27.0,279.4,7.12,4.37,offense,backs_receivers,TE,1
788,2016,21.0,Stanford,1.9304,115.212462,4.72,83.82,19.0,297.18,7.0,4.32,offense,backs_receivers,TE,1
789,2009,22.0,Pittsburgh,1.8796,139.70645,5.51,64.77,21.0,223.52,8.09,4.93,offense,offensive_lineman,OG,0
790,2012,22.0,Florida International,1.7526,83.00740371,4.34,,,,,,offense,backs_receivers,WR,1
791,2009,23.0,Iowa,1.778,102.965468,4.55,93.98,19.0,307.34,7.1,4.4,offense,backs_receivers,RB,1
792,2012,22.0,Ohio St.,1.778,96.61517481,4.57,88.9,22.0,297.18,6.97,4.04,offense,backs_receivers,RB,1
793,2013,22.0,Georgia,1.8288,97.97595192,4.41,87.63,,297.18,7.1,4.3,defense,defensive_back,CB,1
794,2010,23.0,South Florida,1.9304,114.3052772,4.93,77.47,24.0,276.86,7.48,4.63,defense,defensive_lineman,DE,1
795,2018,21.0,Wisconsin,1.8796,107.9549841,,,18.0,,,,defense,line_backer,ILB,1
796,2011,21.0,Nebraska,1.8542,94.80080533,4.62,87.63,18.0,307.34,6.73,4.19,defense,defensive_back,FS,1
797,2012,22.0,Georgia,1.905,137.4384881,5.35,77.47,29.0,266.7,7.95,4.74,offense,offensive_lineman,C,1
798,2013,22.0,Central Michigan,2.0066,138.7992652,5.05,72.39,27.0,294.64,7.59,4.44,offense,offensive_lineman,OT,1
799,2015,20.0,Alabama,1.8542,95.70799007,4.42,83.82,,304.8,6.71,3.98,offense,backs_receivers,WR,1
800,2011,20.0,Kentucky,1.778,86.63614267,4.46,85.09,16.0,292.1,7.08,4.34,offense,backs_receivers,WR,1
801,2014,22.0,Clemson,1.9304,95.70799007,4.42,99.06,16.0,314.96,7.18,4.15,offense,backs_receivers,WR,1
802,2009,22.0,Stephen F. Austin,1.8796,92.53284348,4.42,93.98,,304.8,,4.18,offense,backs_receivers,WR,1
803,2014,22.0,Notre Dame,1.8542,114.7588696,4.71,97.79,26.0,309.88,7.29,4.31,defense,line_backer,OLB,1
804,2013,23.0,Florida St.,1.8542,107.0477993,4.71,,17.0,299.72,,,defense,line_backer,OLB,1
805,2012,23.0,California,1.8796,95.70799007,4.74,86.36,,289.56,6.99,4.15,defense,defensive_back,SS,0
806,2017,22.0,Virginia Tech,1.905,116.5732391,4.88,77.47,,292.1,7.38,4.58,defense,defensive_lineman,DE,0
807,2014,,Tennessee St.,1.8796,114.3052772,4.5,86.36,20.0,325.12,,,offense,backs_receivers,TE,0
808,2010,22.0,Arkansas,1.8796,129.2738255,5.11,71.12,19.0,254.0,7.81,4.78,defense,defensive_lineman,DT,0
809,2013,22.0,San Diego St.,1.778,87.54332741,4.54,87.63,10.0,302.26,6.81,4.27,defense,defensive_back,CB,1
810,2013,22.0,Azusa Pacific,2.032,142.8815966,5.34,,31.0,,,,offense,offensive_lineman,OT,0
811,2013,22.0,Georgia Tech,1.9812,167.3755845,5.3,55.88,25.0,246.38,8.26,4.96,defense,defensive_lineman,DT,0
812,2014,22.0,Florida,1.905,146.5103355,5.34,54.61,,254.0,8.26,4.83,offense,offensive_lineman,OG,1
813,2016,20.0,Clemson,1.8796,94.80080533,4.34,90.17,13.0,327.66,,,defense,defensive_back,FS,1
814,2015,23.0,Louisville,1.8796,106.1406146,4.63,,17.0,,,,offense,backs_receivers,RB,0
815,2009,23.0,Oklahoma,2.032,150.5926668,5.45,73.66,24.0,241.3,8.18,5.06,offense,offensive_lineman,OT,1
816,2017,22.0,Michigan,1.9812,125.6450865,4.92,83.82,25.0,294.64,7.17,4.39,defense,defensive_lineman,DE,1
817,2016,23.0,Cincinnati,1.9812,140.6136347,5.26,69.85,,246.38,,,offense,offensive_lineman,OT,1
818,2014,23.0,Alabama,1.905,99.7903214,4.94,71.12,,251.46,7.18,4.34,offense,backs_receivers,QB,1
819,2012,21.0,Virginia Tech,1.778,80.73944186,4.38,,11.0,,,,defense,defensive_back,CB,1
820,2010,21.0,Oklahoma St.,1.8796,102.0582833,4.52,,,,,,offense,backs_receivers,WR,1
821,2015,20.0,Florida St.,1.9558,149.2318897,5.61,,,,,,offense,offensive_lineman,OG,1
822,2019,,Ohio St.,1.778,91.17206637,4.41,95.25,16.0,304.8,,4.43,offense,backs_receivers,WR,0
823,2010,21.0,Miami (FL),2.0066,137.4384881,5.45,,23.0,,,,offense,offensive_lineman,OT,1
824,2013,,Penn St.,1.905,136.9848957,5.43,60.96,27.0,233.68,7.9,4.96,offense,offensive_lineman,C,0
825,2010,,Southern Illinois,1.8288,86.63614267,4.85,,,,,,special_teams,kicking_specialist,P,0
826,2018,22.0,LSU,1.9304,141.0672271,5.39,73.66,25.0,246.38,8.04,4.92,offense,offensive_lineman,C,1
827,2017,22.0,Western Kentucky,1.8034,92.07925111,4.5,85.09,13.0,335.28,6.57,4.21,offense,backs_receivers,WR,1
828,2014,20.0,Alabama,1.905,140.6136347,4.92,,,,,,defense,defensive_lineman,DE,1
829,2017,,Illinois,1.8796,136.5313034,,,23.0,,,,defense,defensive_lineman,DT,0
830,2017,22.0,Minnesota,1.8542,93.44002822,,82.55,13.0,292.1,7.08,4.28,defense,defensive_back,SS,0
831,2010,21.0,James Madison,1.8288,111.583723,4.64,92.71,24.0,309.88,7.22,4.37,defense,line_backer,OLB,1
832,2015,23.0,Virginia Tech,1.8288,93.89362059,4.56,,15.0,,,,defense,defensive_back,FS,0
833,2012,22.0,Pittsburgh,1.9558,143.7887813,5.36,74.93,,259.08,7.81,4.9,offense,offensive_lineman,OG,0
834,2013,22.0,Penn St.,1.8542,137.4384881,5.23,57.15,28.0,261.62,7.49,4.51,defense,defensive_lineman,DT,1
835,2012,22.0,Connecticut,1.9304,135.6241186,4.82,87.63,36.0,287.02,7.43,4.53,defense,defensive_lineman,DT,1
836,2014,22.0,Michigan St.,1.905,112.9445001,4.78,78.74,30.0,284.48,7.22,4.3,defense,line_backer,ILB,0
837,2017,20.0,Tennessee,1.905,117.4804238,4.88,78.74,,297.18,6.96,4.44,defense,defensive_lineman,DE,1
838,2012,23.0,USC,1.9558,113.8516849,4.78,80.01,,276.86,,,offense,backs_receivers,TE,1
839,2018,,Stephen F. Austin,1.9304,128.3666407,4.75,83.82,26.0,287.02,7.36,4.48,defense,defensive_lineman,DE,0
840,2016,22.0,Georgia,1.8034,99.33672903,4.31,77.47,25.0,,,,offense,backs_receivers,RB,1
841,2010,22.0,Oregon,1.8034,85.72895793,4.53,,,,,,defense,defensive_back,CB,1
842,2013,23.0,Louisiana Tech,1.9558,150.1390745,5.49,55.88,,223.52,8.06,5.06,offense,offensive_lineman,OT,0
843,2014,21.0,Illinois,1.8288,107.9549841,5.03,78.74,16.0,274.32,7.77,4.56,defense,line_backer,OLB,0
844,2018,20.0,Texas,1.9558,134.2633415,5.05,86.36,26.0,284.48,7.83,4.63,offense,offensive_lineman,OT,1
845,2010,24.0,BYU,1.9304,111.1301307,4.68,86.36,27.0,287.02,6.72,4.17,offense,backs_receivers,TE,1
846,2009,23.0,Clemson,1.8796,97.06876718,4.57,95.25,17.0,297.18,7.14,4.42,defense,defensive_back,SS,1
847,2016,22.0,Miami (FL),1.8288,90.26488163,4.64,91.44,17.0,312.42,,,defense,defensive_back,FS,1
848,2013,22.0,Mississippi St.,1.8288,87.08973504,4.36,90.17,14.0,314.96,6.9,4.21,defense,defensive_back,CB,1
849,2018,22.0,North Carolina,1.8034,90.718474,4.54,88.9,18.0,299.72,6.9,4.28,defense,defensive_back,CB,1
850,2018,23.0,Mississippi,1.905,145.1495584,5.24,77.47,,251.46,,,offense,offensive_lineman,OT,1
851,2018,24.0,South Carolina,1.9304,113.3980925,4.67,80.01,,304.8,7.19,4.37,offense,backs_receivers,TE,1
852,2012,22.0,Rutgers,1.8542,95.70799007,4.62,91.44,19.0,320.04,6.88,4.22,offense,backs_receivers,WR,1
853,2010,23.0,LSU,1.651,75.29633342,4.34,106.68,10.0,294.64,6.54,4.48,offense,backs_receivers,WR,1
854,2013,21.0,Oklahoma St.,1.8288,92.53284348,4.63,88.9,,312.42,,,offense,backs_receivers,RB,1
855,2019,,Central Michigan,1.8034,84.82177319,4.48,95.25,11.0,,,,defense,defensive_back,CB,0
856,2010,,Connecticut,1.9304,113.3980925,4.7,92.71,23.0,292.1,7.32,4.62,defense,defensive_lineman,DE,0
857,2015,21.0,Auburn,1.8034,89.35769689,4.59,93.98,15.0,325.12,6.95,4.11,defense,defensive_back,FS,0
858,2009,21.0,Alcorn St.,1.8796,112.9445001,4.71,82.55,24.0,287.02,7.57,4.67,defense,line_backer,OLB,0
859,2011,,Clemson,1.8288,98.42954429,4.63,88.9,,294.64,,,defense,defensive_back,SS,0
860,2018,22.0,Washington,1.8796,104.3262451,4.79,77.47,21.0,297.18,7.26,,defense,line_backer,ILB,1
861,2010,22.0,Rutgers,1.8034,87.54332741,4.38,91.44,16.0,320.04,6.7,4.07,defense,defensive_back,CB,1
862,2011,21.0,Virginia Tech,1.8542,98.42954429,4.47,95.25,,320.04,6.78,4.09,offense,backs_receivers,QB,1
863,2014,22.0,Stanford,1.8034,99.7903214,4.49,92.71,,294.64,6.78,4.18,offense,backs_receivers,RB,1
864,2018,23.0,Alabama,1.8288,85.72895793,4.43,78.74,15.0,279.4,6.88,4.41,offense,backs_receivers,WR,1
865,2017,22.0,Louisville,1.8288,84.36818082,4.6,78.74,11.0,292.1,7.0,4.39,offense,backs_receivers,WR,0
866,2019,21.0,Ohio St.,1.9812,138.3456729,5.09,68.58,23.0,292.1,7.9,5.02,offense,offensive_lineman,OT,1
867,2012,23.0,South Carolina,1.9304,136.9848957,5.12,66.04,30.0,259.08,,,defense,defensive_lineman,DT,1
868,2013,23.0,Notre Dame,1.9304,135.1705263,4.95,,,,,,defense,defensive_lineman,DT,1
869,2017,21.0,Georgia,1.7018,78.47148001,4.42,91.44,11.0,312.42,6.64,4.15,offense,backs_receivers,WR,1
870,2014,21.0,Central Florida,1.8288,94.80080533,4.6,90.17,16.0,299.72,,,offense,backs_receivers,RB,1
871,2017,24.0,Pittsburgh,1.8034,109.3157612,4.84,80.01,20.0,297.18,,4.34,defense,line_backer,OLB,1
872,2014,,Grand Valley St.,1.8796,136.9848957,5.18,,,,,,offense,offensive_lineman,C,0
873,2011,23.0,Oklahoma St.,1.8542,109.7693535,4.87,76.2,27.0,287.02,7.45,4.4,defense,line_backer,ILB,0
874,2016,22.0,San Jose St.,1.778,87.08973504,4.41,99.06,17.0,330.2,,,offense,backs_receivers,RB,1
875,2014,22.0,Oklahoma,1.8034,80.28584949,4.51,,,,,,defense,defensive_back,CB,1
876,2013,25.0,SMU,2.032,125.6450865,4.62,87.63,38.0,307.34,7.07,4.51,defense,defensive_lineman,DE,1
877,2019,,Texas,1.8796,91.62565874,4.57,93.98,14.0,317.5,6.76,4.15,defense,defensive_back,CB,0
878,2010,23.0,Oregon,1.8288,109.3157612,4.7,88.9,18.0,297.18,6.85,4.49,offense,backs_receivers,RB,0
879,2016,23.0,Baylor,1.9812,142.8815966,5.27,68.58,30.0,254.0,7.88,4.66,offense,offensive_lineman,OT,1
880,2018,23.0,Florida,1.8542,95.2543977,,,,,,,special_teams,kicking_specialist,P,1
881,2011,21.0,Connecticut,1.7526,92.07925111,4.4,96.52,25.0,320.04,7.24,4.18,offense,backs_receivers,RB,1
882,2010,22.0,Arizona,1.8796,134.2633415,4.75,72.39,25.0,271.78,7.68,4.55,defense,defensive_lineman,DT,1
883,2011,21.0,Temple,1.9304,142.8815966,4.96,66.04,27.0,269.24,7.31,4.59,defense,defensive_lineman,DT,1
884,2009,,Washington,1.8796,139.2528576,5.28,63.5,34.0,236.22,8.0,4.87,offense,offensive_lineman,OG,0
885,2011,22.0,Wisconsin,2.0066,142.4280042,5.18,80.01,29.0,276.86,,,offense,offensive_lineman,OT,1
886,2014,23.0,Virginia Tech,1.9304,117.4804238,4.7,93.98,26.0,309.88,7.19,4.27,defense,defensive_lineman,DE,0
887,2017,22.0,Temple,1.8542,107.5013917,4.52,92.71,24.0,337.82,7.01,4.37,defense,line_backer,OLB,1
888,2018,,Georgia,1.8288,87.54332741,,,14.0,,,,defense,defensive_back,S,0
889,2010,23.0,Texas Tech,1.9812,149.2318897,5.34,62.23,22.0,259.08,7.82,4.94,offense,offensive_lineman,OG,0
890,2019,,Elon,1.9558,146.5103355,5.05,72.39,26.0,266.7,7.88,5.05,offense,offensive_lineman,OT,0
891,2013,23.0,South Carolina,2.0066,120.6555704,4.72,88.9,14.0,325.12,6.89,4.3,defense,defensive_lineman,DE,1
892,2010,22.0,Baylor,1.905,136.077711,5.19,68.58,24.0,256.54,7.6,4.69,offense,offensive_lineman,C,1
893,2019,22.0,Mississippi,1.8034,92.07925111,4.43,109.22,18.0,337.82,6.85,4.14,defense,defensive_back,CB,1
894,2016,21.0,Massachusetts,1.8796,87.99691978,4.55,85.09,11.0,289.56,,,offense,backs_receivers,WR,1
895,2015,22.0,Utah,1.905,113.3980925,4.8,80.01,,292.1,7.28,4.43,defense,defensive_lineman,DE,1
896,2015,22.0,Miami (FL),1.778,83.91458845,4.33,93.98,13.0,309.88,6.7,4.11,offense,backs_receivers,WR,1
897,2012,,Pittsburgh,1.778,85.27536556,4.58,92.71,14.0,314.96,,4.2,defense,defensive_back,CB,0
898,2019,21.0,San Diego St.,1.9558,114.3052772,4.67,92.71,19.0,309.88,7.21,4.25,offense,backs_receivers,TE,1
899,2010,23.0,South Florida,1.8288,88.90410452,4.5,96.52,16.0,322.58,6.87,4.05,defense,defensive_back,CB,1
900,2011,22.0,USC,1.8034,90.26488163,4.46,,16.0,,,,offense,backs_receivers,WR,1
901,2012,21.0,Miami (FL),1.8796,118.3876086,4.73,87.63,31.0,309.88,7.39,4.5,defense,defensive_lineman,DE,1
902,2018,20.0,Virginia Tech,1.905,149.2318897,5.37,59.69,,243.84,7.95,4.83,defense,defensive_lineman,DT,1
903,2019,20.0,Alabama,1.8796,109.7693535,4.63,82.55,19.0,279.4,7.32,4.33,offense,backs_receivers,TE,1
904,2011,21.0,Miami (FL),1.8542,107.9549841,4.59,92.71,23.0,302.26,6.93,4.2,defense,line_backer,ILB,1
905,2011,23.0,Oklahoma St.,1.8288,87.54332741,4.92,,,,,,special_teams,kicking_specialist,K,0
906,2012,22.0,Baylor,1.8796,101.1510985,4.33,99.06,,304.8,,,offense,backs_receivers,QB,1
907,2014,22.0,South Carolina,1.7526,89.35769689,4.45,100.33,15.0,304.8,6.69,3.95,offense,backs_receivers,WR,1
908,2017,22.0,LSU,1.8796,110.2229459,,,20.0,,,,defense,line_backer,ILB,1
909,2010,,Texas,1.9558,136.077711,5.52,66.04,24.0,238.76,7.98,4.99,offense,offensive_lineman,OG,0
910,2011,22.0,Maryland,1.8796,103.4190604,4.53,78.74,18.0,289.56,7.05,4.21,defense,line_backer,OLB,0
911,2017,21.0,Texas A&M,1.9304,123.3771246,4.64,104.14,33.0,325.12,,,defense,defensive_lineman,DE,1
912,2017,21.0,Miami (FL),1.9304,97.06876718,,,,,,,offense,backs_receivers,QB,1
913,2009,21.0,South Carolina,1.778,89.35769689,4.57,88.9,18.0,294.64,,,defense,defensive_back,SS,0
914,2012,21.0,Oklahoma,1.8796,114.7588696,4.65,78.74,36.0,284.48,7.09,4.4,defense,line_backer,OLB,1
915,2013,23.0,Maryland,1.9304,109.7693535,4.62,90.17,18.0,292.1,7.09,4.35,offense,backs_receivers,TE,0
916,2012,23.0,Alabama,1.8288,83.46099608,4.52,86.36,11.0,297.18,,,offense,backs_receivers,WR,0
917,2009,22.0,Cincinnati,1.8542,89.81128926,4.48,92.71,16.0,317.5,7.0,4.2,defense,defensive_back,FS,1
918,2015,21.0,Minnesota,1.8288,111.1301307,4.77,93.98,22.0,302.26,7.21,4.2,defense,line_backer,ILB,1
919,2018,22.0,Oregon,1.8034,103.8726527,4.54,86.36,17.0,299.72,6.9,4.16,offense,backs_receivers,RB,1
920,2019,,Baylor,1.905,85.72895793,4.44,100.33,8.0,332.74,,,defense,defensive_back,CB,0
921,2017,21.0,Houston,1.8542,83.46099608,4.57,85.09,,302.26,6.68,3.94,defense,defensive_back,CB,1
922,2016,24.0,Auburn,1.9558,139.2528576,5.18,,22.0,,,,offense,offensive_lineman,OT,1
923,2011,23.0,Hawaii,1.778,90.26488163,4.42,,19.0,,,,offense,backs_receivers,WR,1
924,2019,22.0,Michigan St.,1.905,95.70799007,,,21.0,,,,offense,backs_receivers,WR,0
925,2012,23.0,Michigan,1.8542,135.1705263,5.18,,41.0,,,,offense,offensive_lineman,C,1
926,2014,23.0,Alabama,1.905,142.4280042,5.33,,,,,,offense,offensive_lineman,OG,0
927,2009,,Oklahoma St.,1.8288,87.54332741,4.93,,,,,,special_teams,kicking_specialist,P,0
